index,review,label
6657,"This film contains more action before the opening credits than are in entire Hollywood films of this sort. This film is produced by Tsui Hark and stars Jet Li. This team has brought you many worthy Hong Kong cinema productions, including the Once Upon A Time in China series. The action was fast and furious with amazing wire work. I only saw the wires in two shots. Aside from the action, the story itself was strong and not just used as filler. To find any other action films to rival this you must look for a Hong Kong cinema outlet in your area. They are really worth checking out and usually never disappoint.",1
19192,"I'm not sure if the filmmakers were after a Saw-type movie or 12 Angry Men (people piecing together the facts to get at the truth). Whatever it was, it was poorly done and not worth watching.<br /><br />I don't watch movies for blood and gore, but because this film had little else going for it, it should have shown the actual killing more. Most were off-camera, minimizing the horror that we were supposed to feel by the deaths.<br /><br />It also bugged me that the cop was among the victims; he unwittingly contributed to the innocent young man going to prison by accepting planted evidence (given to him by MJH) into the evidence room. (And wouldn't MJH a the prosecuting attorney, have had access to that evidence--taking it out and putting the wrong evidence back--anyway, so she wouldn't have needed the cop's help?). The others, while often also not realizing it was this particular person they were harming, still played larger roles in his ultimate demise. The gun dealer should have know his guns would be used for evil intent. The insurance guy rejected a person obviously in need, etc. But the cop's crime seemed minor in comparison since he didn't know exactly what he was doing. The filmmakers could have taken it a step further and had him be the one that encouraged MJH to plant the evidence, which would have made him more culpable. And MJH's yelling that he (the cop) got her in that mess doesn't make any sense at all.<br /><br />It would been more intriguing if each person died in a way that offered the others a clue to why he/she was there and deserved to die. The insurance guy, for example, could have had the applications he rejected rammed down his throat so he choked on them; the Oriental woman could have had her eyes gouged out because she was a false witness, etc. Yes, more violent that the gun deaths, but more interesting.<br /><br />The dialog wasn't witty, there were no twists, and the ending was one of the worse (if not the worst) I've ever seen. The ending along knocked three stars off my rating.<br /><br />The actors did a decent job, especially given the garbage lines and motivation they had to work with.<br /><br />Overall, a waste of time.",0
2518,"Tintin was one of my favorite heroes as a kid. I used to borrow the books from the school library every chance I got. My favorite one was ""The Red Sea Sharks"" - so much action and humor.<br /><br />This documentary was a brilliant exposition of the background story of Herge and his development of Tintin. The film-maker's personal experience in interviewing Herge and the story of his relationship with the artist who was the inspiration for the Chan character was very moving.<br /><br />A great documentary of a very talented and well-loved artist. A great example of someone who has become internationally renown, and has brought joy of millions of children (and the young at heart) all over the world.",1
13361,"When my wife and I decided to watch this movie we thought it couldn't fail. I love Billy Crystal, my wife loves Julia Roberts and everyone we talked to said they loved it.<br /><br />We were misled, in spades.<br /><br />On my part, I felt Billy Crystal's character was extremely one-dimensional and did very little for the film. Sure, he cracked a couple of good jokes, but as a character he did nothing but take up space.<br /><br />And poor Julia Roberts. In past shows she plays well as a strong-willed, self-determined lady. In this flick, she seems completely repressed and had very little fire. This is not the Julia Roberts that my wife enjoys watching.<br /><br />OK, if I were to find one good thing, it would have to be Christopher Walken. Now that's entertainment. But, just like Billy Crystal, hardly anything is shown of his character.<br /><br />If you're looking for a night of mindless laughs with very little redeeming value, go see it. But if you're looking for a smart, romantic comedy, this is not your film. It's none of the above.",0
21135,"This is not a commentary on the actual movie, but on the RUSCICO DVD release for North America. I don't know if there have been different releases and updates, but the disks we rented had a 2000 copyright on them, if that means anything. Anyway, the sound mixing on these DVD's was absolutely horrible. The levels often yo-yo-ed up and down; when the scene cut to a battlefield panorama, the orchestral track would thunder so loudly that I didn't know which would blow out first -- my eardrums or my speakers. When it was time for dialog, the volume would usually drop to something barely audible. Occasionally, the orchestra and Foley-work would stay loud while the dialog was superimposed at a much lesser level. My wife and I found that the only way we could watch this movie at all from these DVD's was if one of us kept a hand on the remote to continuously modulate the volume. And, like another user has already commented, when we selected English audio the dialog kept switching back and forth between Russian and English; and occasionally when the characters spoke in French on the native track the dubbing was in Russian, so you're SOL if you understand neither. Ultimately, we gave up watching after the first disk. Before you fork out $50+ for this movie on DVD for your own library, I'd heartily recommend getting your hands on a rental copy to see whether you can really enjoy this epic flick when burdened by such bad sound, particularly if you've never read the book and really want to understand the storyline.",0
21080,"As a child the first installment (""The Little Mermaid"") was my favorite movie. It was filled with great characters, songs, and a fun family film. A week or so again I watched this movie for the first time. I believe that this movie was like most sequels and didn't surpass their original. I think that I feel this way possibly because I had high expectations and I have grown up. However, it is not a bad film.<br /><br />It starts when Ariel has just given birth to a beautiful child, Melody. Eric and Ariel feel threatened by Morgana (Eurselas' sister), so they build a large wall around their house which lies on the sea. As Melody grows up she begins to wonder outside of the walls where she is forbidden to go. Trouble stirs up as Morgana tries to take control of the seven seas.<br /><br />I don't want to give away any of the movie so you have to see it to find out. I did like that the voices are the same and again wonderful singing. I think this is a good family film though overall!",0
6492,"The best martial arts movie ever made. This one movie is better than anything Bruce Lee ever did. A classic with a thoroughly entertaining and brutal climax. Jackie Chan is the king of martial arts movies and the true king of kung fu.It's a great pity that whilst Bruce Lee had been so overrated, it took Jackie Chan an eternity to become popular in Europe and America. Jackie rules!!!!",1
6891,"Running only seventy-two minutes, this small, overlooked 2006 dramedy is really just a two-character sketch piece but one that works very well within its limitations. Taking place almost entirely in various, non-descript spots in southern Los Angeles, the story itself is inconsequential, but like Sofia Coppola's ""Lost in Translation"", the film is far more about two strangers who meet unexpectedly, find a common bond and go back to their lives enlightened for the momentous encounter. It also helps considerably that Morgan Freeman and Paz Vega are playing the characters. Finally freed of the wise sages and authority figures beyond reproach that have become his big-screen specialty, Freeman seems comparatively liberated as a somewhat self-indulgent movie star. His character is driven to a low-rent grocery store in Carson, where he will be able to research a role he is considering in an indie film.<br /><br />Out of work for a few years, he is embarrassed when he sees DVDs of his films in the bargain bin, but his ego is such that he does not lack the temerity to watch and even mimic the enervated store staff. Of particular fascination to him is Scarlet, an embittered worker from Spain and relegated to the express line where she is the unsung model of efficiency. She has an interview for a secretarial job at a construction company, but her deep-seeded insecurity seems to defeat her chances already. Still looking like Penelope Cruz's Amazonian sister, the beautiful Vega (one of the few redeemable aspects of James L. Brooks' execrable ""Spanglish"") brings a stinging edge and realistic vulnerability to Scarlet. She and Freeman interplay very well throughout the story, which includes stops not only at the grocery store but also at Target, Arby's and a full-service carwash. Nothing earth-shattering happens except to show how two people realize the resonating transience of chance encounters.<br /><br />Silberling keeps the proceedings simple, but the production also reflects expert craftsmanship in Phedon Papamichael's vibrant cinematography (he lensed Alexander Payne's ""Sideways"") and the infectious score by Brazilian composer Antonio Pinto (""City of God""). There are fast cameos by Bobby Cannavale (as Scarlet's soon-to-be-ex-husband) and as themselves, Danny DeVito and Rhea Perlman, as well as a funny bits with Jonah Hill (""Knocked Up"") as the clueless driver and Jim Parsons (the ""knight"" in ""Garden State"") as a worshipful receptionist. The 2007 DVD is overstuffed with extras, including a making-of documentary, ""15 Days or Less"", aimed at film students and running a marathon 103 minutes; six extended scenes; a light-hearted but insightful three-way conversation between Silberling, Freeman and Vega in the middle of Target; and a couple of snippets that specifically advertise the DVD.",1
7752,"I went to this movie expecting an artsy scary film. What I got was scare after scare. It's a horror film at it's core. It's not dull like other horror films where a haunted house just has ghosts and gore. This film doesn't even show you the majority of the deaths it shows the fear of the characters. I think one of the best things about the concept where it's not just the house thats haunted its whoever goes into the house. They become haunted no matter where they are. Office buildings, police stations, hotel rooms... etc. After reading some of the external reviews I am really surprised that critics didn't like this film. I am going to see it again this week and am excited about it.<br /><br />I gave this film 10 stars because it did what a horror film should. It scared the s**t out of me.",1
8614,"The music and Laurence Olivier's sombre delivery set the tone perfectly for this outstanding documentary. This is still a must see for WW II buffs, descendants of the participants of that conflict, politicians who think things always go their way when they extend their foreign policy via the deck of an aircraft carrier (did you hear that George Bush?) and anyone else curious or needing to know the whys whos and hows of some aspect of that conflict. The 26 episodes are roughly in chronological order but can be seen out of sequence since they are more or less self contained. There is bound to be new insight for the new viewer because of the sheer volume presented. Actual footage of the battles is interspersed with interviews of those involved in the stories. Many of the interviews are with second line authorities, that is, support personnel to the main characters, privates, captains, secretaries, eyewitnesses and the like. You get a real upfront taste of what war is all about.<br /><br />I am presently watching the DVD version of the original television documentary. I strongly recommend this over the worn out, gaptoothed, overpriced VHS offerings available on eBay. I paid $120 Cdn for five 2-sided DVD discs. This new release includes bonus material and is in full screen mode. The menus are easy to follow, there is first a choice of which episode you want to view and then after selecting that you are given the option of various chapters in the episode or to play the whole episode. It is understandable with such a comprehensive presentation there is a tiny amount more of navigation in the menu but the impact of what you will see is not diminished after 30 years, nay, after 60 years since the war finished.<br /><br />I remember watching the first broadcast on the Buffalo PBS station just before moving from London in 1975 and wishing right from that time that I could have a copy. Now my wish has finally come true.<br /><br />See this documentary. Tell your friends. Buy a copy for your library. Remember and honour the sacrifices and challenges overcome by those from America, Russia, Britain, Canada and all the other nations and peoples involved in the final victory. What an eye opener.",1
6649,"I saw the new redubbed and edited version yesterday and loved it. Then I went home and watched it with subtitles and I loved it. I am ready to watch it again.<br /><br />I am a sucker for the mild mannered secret identity and what could be more mild mannered than a pacifist librarian? The scenes where he reveals his super powers to his friends or absent mindedly forgets to be meek are my favortites.<br /><br />Of course the martial arts are stunning. There is really not much I can say about them if you are familiar with the HK style. However, if you are not... we paused playback briefly and Walker, Texas Ranger was on. We noticed that after every strike there was a cut. Not in Black Mask.<br /><br />",1
2227,"This film is a true and historical film. It is very useful to those researching the LDS church, because it is 100% true. It is an excellent film and I recommend it.<br /><br />It is very factual, exciting, and motivational. There are some who think it is not factual, but it is.<br /><br />It is about the restoration of the Church of Jesus Christ of Latter Day Saints, and about the prophet, Joseph Smith, who restored it. It has such events in his life as the disease that he had when he was a small boy, his courting Emma Smith, Emma, his wife, giving birth, and so on. But most importantly it reveals the restoration of the church.",1
12060,well i wasn't sure what the film was going to be like as i had only seen a little clip but i was thinking its going to be good and i was right i watched it twice on the day i got it and well it is my favourite film.<br /><br />i think Alison Lohan played the part of beth really well she is such a grate actress and the writer must have gone into a lot of research to find out about bulimia although the ending when beth is in the hospital an has 2 Horus observation after meals because iv been told like 1 house is OK and also that hospitals doesn't help bulimics as iv been told which is probably why I'm still at home even tho my sister and mum would like to have me hospitalised as i to have bulimia but this is a grate film i recommend it to any one with or with out an eating disorder or for people who know some one with eating disorders as it can let them in to the lives of a bulimic person and see the world how they do a bit over all a grate film and i recommend it to any one and any type of person,1
19122,"My brother is in love with this show, let's get this straight. I completely agree with the people who said it was copying off of Dexter's Lab and Fairly Odd Parents. <br /><br />I've never really liked fairly odd parents, I mean, some things did make me laugh, but most of the time it's downright annoying and not cute at all. This is almost the same way I feel about Johnny Test. Except, NOTHING makes me laugh on that show. The gags are so stupid and pointless, and to tell you the truth, maybe it's just me, but kids don't DRESS like that! Yes, I do think Johnny's hair is awesome, but c'Mon!<br /><br />And Dexter's Lab, that used to be one of my favorite shows and I still don't mind watching it. Which makes me disgusted and ashamed of Johnny Test making an absolute JOKE out of that wonderful show!<br /><br />One more thing. The. Dog. Is. So. Annoying. He is more loud and obnoxious than Johnny! And the gay accent? What the fudge! I hate the dog to death and I hope he dies, because that would be better for kids to see than listening and watching the obnoxious crap that goes on in that show, and picking up a gay accent.<br /><br />Unless you want you eyeballs to burn into miraculous flames and your brain fried from this show, don't watch it!",0
9622,"I happened on ""Shower"" in the foreign film section of my local video store and passed it over several times since from its cover it looked like a farce or comedy. I then lucked into a copy to purchase at economical price and am happy for my luck. ""Shower"" is the story of three(3) men, a father and two(2) adult sons, each coming to terms with life changes as the world around them also continues to change in modern China. As with many ""foreign"" films, the Chinese culture itself is one of the most interesting facets of this movie.<br /><br />Beyond the fascinating characteristics of the local, Chinese color giving the setting to this story, is the difficult yet touching relationships between the men and a sole woman involved in the story, all set against the backdrop of a village bathhouse.<br /><br />The family's story moves from estrangement to understanding and made me glad I came to know these people. Added to the main story are the numerous small characters, bathhouse customers, and their individual conflicts and friendships. ""Shower"" is a film one walks away from smiling and touched by its warmth and humanity.",1
12279,"For starters I have always been a fan of the Batman cartoons because the theme is so universal, 'that everyone alive has an alter-ego'. This is true in the Mystery of Batwoman. While the overall story is good I'm disappointed that they haven't really done much for the franchise with this.<br /><br />Throughout the movie, you are trying to find out who the identity of Batwoman is, unfortunately you can find out by easily looking at the cast of credits posted on this website (so if you haven't seen it already don't go there). I was sort of disappointed that they didn't make the movie longer. 75 minutes is way too short for any movie. The secret identity of batwoman also comes far too early in the movie, sort of midway, and becomes anti-climatic afterward because you know the good guys will always win and that the new character known as Batwoman will disappear after the movie is over.<br /><br />I'm also not too sure about the new animation style used in this movie. I love the sleek new characters but there should be some more detail where detail is called for. Some parts of the animation look so awkward and rigid that it grabs your attention right away diverting your attention away from the storyline. I also didn't really like the bright atmosphere used in most of the scenes, it sort of loses its dark and gothic feel which is Batman. Similarly we should've gotten to know more about batwoman's personality so that we can build the same deep compassionate feeling that we do with Bruce Wayne. Also I think the fight with Bane should have been done better. In typical children's fashion the bad guy meets his demise too easily either by tripping, falling, getting electricuted or doing something dumb that works against them. Come to think of it there wasn't even one drop of blood spilled in this movie either.<br /><br />Bottom line, its a good entertaining flick and I recommend anyone who's a Batman fan to watch it. It has good storyline, universal appeal and even great acting to top it off. I just wish that they could have delivered more permanent change to the story by making Batwoman stay to make things more interesting. Not just introduce her and then kick her off once she's done. I'd also like to see someone else figure out the mystery for a change finally. To have some other than Batman solve the mystery and fill him in later with the details.<br /><br />I hope there are more animated movies to come and look forward to the time when we will actually be able to see the breakup between Bruce Wayne and Barbra Gordan. He's been stringing her along forever and doesn't even like her and I can't believe that she was dumb enough to fall in love with someone 20 years older. I also want to see the time when Tim Drake leaves because he is getting sick of the old man. In short I want to see all of the things that led the characters to where they will be in Batman Beyond. Otherwise the same repeated formula will just end it faster than if they just decided to move on with the story.<br /><br />",1
16447,"Hear are some of the interesting things our combat hero faith healer Pat, his son Gordon (T.V. ministry seems like a family business.) and Terry Meeuwsen (Won Miss America in 1973 by wearing a swimsuit and showing her legs. Oh my goodness gracious!) say when our poor viewers are sick and need help.<br /><br />1. Someone with an ""abscessed right tooth""has just now been healed.2. Someone with ""twisted intestines"" has been healed.3.Then Terry said there was a person with a ""strange condition"",(You mean God doesn't know?) a burning in the legs,who has just been healed.4. Then Gordon said there's a man(That narrows it down!) with swelling of the sinuses in his right cheek, with much pain behind the right eye,but he is now healed.5.Someone with a problematic right hip,limited mobility from a stroke, is now able to walk. 6. Terry said she saw someone with severe with severe stiffness in the neck bone, but didn't know the exact ailment(God doesn't know?)-that the person is now healed. 7. Someone paralyzed on the right side, particularly(Not exactly?!) the right side of the face has now been healed.8. A man (That narrows the world population down again.) with a plate in his skull is having a continual problems, and the doctors just don't know what to do. Terry said she saw the bone reforming around the plate(The funny bone?!)and the mans pain is gone,he was now healed.<br /><br />Hers how our war hero Pat helps our sick and poor people. 1. There's a woman in Kansas City (Missouri or Kansas but that narrows it way down.) who has a sinus the lord is drying it up now thank you Jesus. 2. There's a man with a financial need- I think a hundred thousand dollars.(I think their god needs to go to school or something!) That need is being met met right now,and within three days,the money will be supplied through the miraculous power of the holy spirit.Thank you Jesus. 3.There is a woman in Cincinnati with cancer of the lymph nodes. <br /><br />I don't know whether its been diagnosed yet (Ask your vengeful god Pat!) but you haven't been feeling well, and the lord is dissolving that cancer right now!(What?!)4. There is a lady in Saskatoon(I assume Canada.) in a wheelchair-curvature of the spine, The lord is straightening that our right now, and you can stand up and walk!(If you have this condition ignore Pat!) Just claim it and it's yours. Thank you Jesus! Amen, Amen!<br /><br />When Pat Robertson had prostate cancer did he go to Peter Popoff?, Oral Roberts?,Benny Hinn?,Terry or Gordon? No! On February 17,2003 Pat went to a REAL DOCTOR to have his surgery! (You mean he doesn't trust his faith healing friends, Terry or his own son Gordon?!)<br /><br />When LT Pat Robertson was in the Marines during the Korean war He was a liquor officer, responsible for keeping the officers supplied with liquor. He was known to drink himself and frequent prostitutes and he feared he contacted gonorrhea.(Should of asked a faith healer for help!)<br /><br />The reason Pat got out of combat was because his daddy Absalom Willis Robertson (D Va from 1946-66) was Chairman of the Senate Military Appropriations Committee.<br /><br />Terrorist Attacks, September 11, 2001 We have imagined ourselves invulnerable and been consumed by the pursuit of health, wealth,(Pats worth between 150 and 200 million dollars folks!) material pleasures(A mansion in Virginia beach Virginia with a helicopter launching pad!) and sexuality(He had had sex with his future wife before marriage which they had a son!). It (terrorism) is happening because god is lifting his protection from us.( Statement released on September 13, 2001.) Pat Robertson reminds me of Burgermeister on Santa Claus Is Coming To Town and his evil vengeful god reminds me of Venger on Dungeons And Dragons.<br /><br />Spoiled brat Gordon does what daddy Pat tells him to and Terry is a paid yes woman who neither have minds of their own!<br /><br />This will really grab you! The September 5 2005 edition of The 700 Club included a report Christian Broadcasting Network correspondent Gary Lane from outside New Orleans Convention Center which has housed mostly impoverished black disaster victims throughout the weekend.""A number of possessions left behind suggest the mindset of some of the evacuees""Lane said""they include this voodoo cup with the saying""May the curse be with you."" A shot of a plastic cup souvenir cup from one of the New Orleans countless trinket shops appeared on the screen. ""Also music CDs with the title Guerrilla Warfare and Thugs 'R' Us."" Lane stated, pointing out a pile or rap CDs strewn on the ground.( His bigoted daddy Absalom has taught Pat racism well!)<br /><br />If any of you good people ever think of donating to these sexist bigoted people please in the name of God don't! Sponsor a softball or basketball team,give to a food shelf, be a big brother or sister to a child but please don't give to these people because they have been around for over 40 years and solved nothing.<br /><br />If you still don't believe me type Pat Robertson overheard during commercial break on the web and hit search and once you hear what hes really like, I know for sure that you will not give one cent to these conning liars! And by the way Terry once had a divorce and Pat has talked against divorce many times on his shows.<br /><br />I like to say hello to the folks in Dover Pennsylvania, Orlando Florida, and to the nice folks who got hit by hurricane Katrina and I hope its a pleasant day. Has Operation Blessing been helpful to New Orleans?(I doubt it!) Please let our readers know! I do! By the way folks if your sick, go to a real doctor and lets everybody laugh at these liars and someday Burgermeister Pat,Gordon and Terry can go someplace else and take their angry god Venger with them!",0
423,"The previous reviewer has said it exactly. I saw it once, was enchanted, saw it a second time when it was re-broadcast within a week or two of the first airing. I still remember some of the scenes. The setting is the opening of the 20th century, the war referred to in the title is World War I. One of the scenes was set in a women-only section of a public place, which was an interesting historical note. The moment when one of the women first touches the other is one of my all-time great movie moments. I don't think of this as a ""gay movie,"" it's an interesting and tender period love story, where the two principals happen to be women. I would love to see this movie again; I would buy this one if it ever came out on DVD.",1
14337,"I know a few things that are worst. A few. It had a couple of funny scenes. It is a movie not appropriate for kids but, only a child would find this movie hilarious. This is definetly a movie that you would like to use a free rental coupon for. Don't waste your money just to laugh a couple of times.",0
